subject,body,label,subtype
Second notice - INV-27750 overdue,"Hi Priya,

We haven't received payment for INV-27750 (₹2,75,500). Please arrange the transfer before close of business today to avoid late fees and account suspension with Crestline Traders.

Thanks,
Kavita Sharma",bec,fake_vendor_payment_reminder
Updated payment details for INV-97835,"Dear Priya,

Please note that our banking details have changed. For invoice INV-97835 (amount ₹1,25,000), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Meridian Exports",bec,vendor_invoice_fraud
Second notice - INV-47941 overdue,"Hi Meera,

We haven't received payment for INV-47941 (₹2,75,500). Please arrange the transfer immediately to avoid late fees and account suspension with Meridian Exports.

Thanks,
Amit Sharma",bec,fake_vendor_payment_reminder
Second notice - INV-85166 overdue,"Hi Neha,

We haven't received payment for INV-85166 (₹12,40,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Crestline Traders.

Thanks,
Kavita Nair",bec,fake_vendor_payment_reminder
Outstanding invoice INV-88116 - payment overdue,"Hello Sunita,

Invoice INV-88116 for ₹2,75,500 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Anjali Reddy
Orion Manufacturing",bec,vendor_invoice_fraud
Updated payment details for INV-93202,"Dear Sanjay,

Please note that our banking details have changed. For invoice INV-93202 (amount $6,200), kindly remit payment to our new account at ICICI Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Crestline Traders",bec,vendor_invoice_fraud
Compliance action required - INV-68947,"Hello Sunita,

Our compliance review flagged an outstanding settlement (INV-68947, ₹4,85,000) that must be resolved urgently, within the hour to avoid regulatory penalties for Orion Manufacturing. Please action this personally.

Regards,
Arjun Verma",bec,fake_legal_compliance_request
Time-sensitive legal matter - your action needed,"Dear Meera,

I'm assisting Deepa Choudhary on a confidential legal matter regarding Falcon Enterprises. We need a payment of ₹4,85,000 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Reminder: INV-74382 payment pending,"Dear Vikram,

This is a friendly reminder that invoice INV-74382 (₹9,60,000) from Falcon Enterprises is still pending payment. Kindly process this before end of day using the account details previously shared, and send confirmation once done.

Regards,
Karan Iyer",bec,fake_vendor_payment_reminder
Outstanding invoice INV-93746 - payment overdue,"Hello Amit,

Invoice INV-93746 for ₹9,60,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Priya Mehta
Vertex Solutions",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Vikram Iyer",bec,hr_payroll_redirect
Payroll account change request - before close of business today,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before close of business today so my next paycheck isn't delayed.

Regards,
Sunita Sharma",bec,hr_payroll_redirect
Compliance action required - INV-81256,"Hello Anjali,

Our compliance review flagged an outstanding settlement (INV-81256, $6,200) that must be resolved immediately to avoid regulatory penalties for Meridian Exports. Please action this personally.

Regards,
Kavita Choudhary",bec,fake_legal_compliance_request
Second notice - INV-72580 overdue,"Hi Neha,

We haven't received payment for INV-72580 (₹2,75,500). Please arrange the transfer urgently, within the hour to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Priya Kapoor",bec,fake_vendor_payment_reminder
Time-sensitive legal matter - your action needed,"Dear Meera,

I'm assisting Meera Verma on a confidential legal matter regarding Nova Industries. We need a payment of $6,200 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Outstanding invoice INV-52823 - payment overdue,"Hello Rajesh,

Invoice INV-52823 for ₹9,60,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Anjali Nair
Summit Logistics",bec,vendor_invoice_fraud
Payroll account change request - before end of day,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before end of day so my next paycheck isn't delayed.

Regards,
Amit Reddy",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Rohit Verma",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Deepa Sharma",bec,hr_payroll_redirect
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Deepa Mehta",bec,hr_payroll_redirect
Reminder: INV-26059 payment pending,"Dear Sanjay,

This is a friendly reminder that invoice INV-26059 (₹22,30,000) from Vertex Solutions is still pending payment. Kindly process this urgently, within the hour using the account details previously shared, and send confirmation once done.

Regards,
Sanjay Verma",bec,fake_vendor_payment_reminder
Updated payment details for INV-45954,"Dear Neha,

Please note that our banking details have changed. For invoice INV-45954 (amount ₹2,75,500), kindly remit payment to our new account at Kotak Mahindra Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Nova Industries",bec,vendor_invoice_fraud
Outstanding invoice INV-71797 - payment overdue,"Hello Anjali,

Invoice INV-71797 for $18,500 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Arjun Malhotra
Vertex Solutions",bec,vendor_invoice_fraud
Outstanding invoice INV-19150 - payment overdue,"Hello Sanjay,

Invoice INV-19150 for ₹2,75,500 remains outstanding. Please process payment urgently, within the hour to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Amit Kapoor
Orion Manufacturing",bec,vendor_invoice_fraud
Confidential - handle personally,"Hi Rajesh,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹22,30,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this urgently, within the hour?

Thanks,
Vikram Kapoor",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Rohit,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹2,75,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Arjun Nair",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Anjali,

I'm assisting Amit Bansal on a confidential legal matter regarding Meridian Exports. We need a payment of ₹9,60,000 processed as soon as possible to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Compliance action required - INV-27392,"Hello Amit,

Our compliance review flagged an outstanding settlement (INV-27392, ₹2,75,500) that must be resolved before end of day to avoid regulatory penalties for Nova Industries. Please action this personally.

Regards,
Karan Kapoor",bec,fake_legal_compliance_request
Second notice - INV-67535 overdue,"Hi Rohit,

We haven't received payment for INV-67535 ($6,200). Please arrange the transfer before end of day to avoid late fees and account suspension with Orion Manufacturing.

Thanks,
Deepa Sharma",bec,fake_vendor_payment_reminder
Compliance action required - INV-73277,"Hello Arjun,

Our compliance review flagged an outstanding settlement (INV-73277, ₹4,85,000) that must be resolved immediately to avoid regulatory penalties for Summit Logistics. Please action this personally.

Regards,
Kavita Malhotra",bec,fake_legal_compliance_request
Outstanding invoice INV-40433 - payment overdue,"Hello Meera,

Invoice INV-40433 for ₹2,75,500 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Arjun Choudhary
Orion Manufacturing",bec,vendor_invoice_fraud
Updated payment details for INV-32962,"Dear Anjali,

Please note that our banking details have changed. For invoice INV-32962 (amount ₹4,85,000), kindly remit payment to our new account at Kotak Mahindra Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Crestline Traders",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Sanjay,

I'm assisting Neha Iyer on a confidential legal matter regarding Meridian Exports. We need a payment of ₹1,25,000 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Outstanding invoice INV-51505 - payment overdue,"Hello Anjali,

Invoice INV-51505 for $6,200 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Deepa Kapoor
BlueRidge Textiles",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Neha Gupta",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Neha Reddy",bec,hr_payroll_redirect
Compliance action required - INV-65448,"Hello Sanjay,

Our compliance review flagged an outstanding settlement (INV-65448, $6,200) that must be resolved before end of day to avoid regulatory penalties for Summit Logistics. Please action this personally.

Regards,
Arjun Kapoor",bec,fake_legal_compliance_request
Second notice - INV-37168 overdue,"Hi Vikram,

We haven't received payment for INV-37168 (₹9,60,000). Please arrange the transfer before close of business today to avoid late fees and account suspension with Orion Manufacturing.

Thanks,
Sanjay Iyer",bec,fake_vendor_payment_reminder
Reminder: INV-18163 payment pending,"Dear Arjun,

This is a friendly reminder that invoice INV-18163 (₹22,30,000) from Meridian Exports is still pending payment. Kindly process this before end of day using the account details previously shared, and send confirmation once done.

Regards,
Deepa Reddy",bec,fake_vendor_payment_reminder
Outstanding invoice INV-21836 - payment overdue,"Hello Karan,

Invoice INV-21836 for ₹1,25,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sunita Malhotra
Meridian Exports",bec,vendor_invoice_fraud
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Vikram Malhotra",bec,hr_payroll_redirect
Reminder: INV-31299 payment pending,"Dear Sanjay,

This is a friendly reminder that invoice INV-31299 (₹1,25,000) from Summit Logistics is still pending payment. Kindly process this before close of business today using the account details previously shared, and send confirmation once done.

Regards,
Kavita Gupta",bec,fake_vendor_payment_reminder
Updated payment details for INV-99687,"Dear Deepa,

Please note that our banking details have changed. For invoice INV-99687 (amount ₹9,60,000), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Orion Manufacturing",bec,vendor_invoice_fraud
Updated payment details for INV-21221,"Dear Deepa,

Please note that our banking details have changed. For invoice INV-21221 (amount $18,500), kindly remit payment to our new account at Kotak Mahindra Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Nova Industries",bec,vendor_invoice_fraud
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Priya Iyer",bec,hr_payroll_redirect
Compliance action required - INV-70012,"Hello Anjali,

Our compliance review flagged an outstanding settlement (INV-70012, ₹1,25,000) that must be resolved as soon as possible to avoid regulatory penalties for BlueRidge Textiles. Please action this personally.

Regards,
Arjun Choudhary",bec,fake_legal_compliance_request
Compliance action required - INV-39470,"Hello Karan,

Our compliance review flagged an outstanding settlement (INV-39470, ₹9,60,000) that must be resolved as soon as possible to avoid regulatory penalties for Crestline Traders. Please action this personally.

Regards,
Karan Reddy",bec,fake_legal_compliance_request
Quick request - as soon as possible,"Hi Vikram,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹4,85,000 to a new vendor account as soon as possible. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Amit Mehta
CEO, Crestline Traders",bec,fake_ceo_wire_request
"Quick request - urgently, within the hour","Hi Sunita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $6,200 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sunita Reddy
CEO, Falcon Enterprises",bec,fake_ceo_wire_request
Payroll account change request - immediately,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm immediately so my next paycheck isn't delayed.

Regards,
Arjun Gupta",bec,hr_payroll_redirect
Compliance action required - INV-53463,"Hello Amit,

Our compliance review flagged an outstanding settlement (INV-53463, $6,200) that must be resolved before close of business today to avoid regulatory penalties for Nova Industries. Please action this personally.

Regards,
Rohit Choudhary",bec,fake_legal_compliance_request
Time-sensitive legal matter - your action needed,"Dear Neha,

I'm assisting Neha Kapoor on a confidential legal matter regarding Nova Industries. We need a payment of $18,500 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Second notice - INV-80931 overdue,"Hi Anjali,

We haven't received payment for INV-80931 (₹12,40,000). Please arrange the transfer immediately to avoid late fees and account suspension with Meridian Exports.

Thanks,
Priya Sharma",bec,fake_vendor_payment_reminder
"Payroll account change request - urgently, within the hour","Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm urgently, within the hour so my next paycheck isn't delayed.

Regards,
Priya Iyer",bec,hr_payroll_redirect
Updated payment details for INV-36680,"Dear Sunita,

Please note that our banking details have changed. For invoice INV-36680 (amount ₹4,85,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Falcon Enterprises",bec,vendor_invoice_fraud
Compliance action required - INV-19694,"Hello Sunita,

Our compliance review flagged an outstanding settlement (INV-19694, $6,200) that must be resolved before close of business today to avoid regulatory penalties for Summit Logistics. Please action this personally.

Regards,
Vikram Malhotra",bec,fake_legal_compliance_request
Second notice - INV-99925 overdue,"Hi Rohit,

We haven't received payment for INV-99925 ($6,200). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Crestline Traders.

Thanks,
Priya Mehta",bec,fake_vendor_payment_reminder
Confidential - handle personally,"Hi Neha,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Priya Reddy",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Rohit,

I'm assisting Meera Malhotra on a confidential legal matter regarding Nova Industries. We need a payment of $6,200 processed before close of business today to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Reminder: INV-64596 payment pending,"Dear Kavita,

This is a friendly reminder that invoice INV-64596 (₹12,40,000) from Vertex Solutions is still pending payment. Kindly process this as soon as possible using the account details previously shared, and send confirmation once done.

Regards,
Meera Sharma",bec,fake_vendor_payment_reminder
Outstanding invoice INV-80592 - payment overdue,"Hello Deepa,

Invoice INV-80592 for ₹22,30,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Vikram Choudhary
Falcon Enterprises",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Vikram Nair",bec,hr_payroll_redirect
Updated payment details for INV-88385,"Dear Deepa,

Please note that our banking details have changed. For invoice INV-88385 (amount ₹12,40,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Falcon Enterprises",bec,vendor_invoice_fraud
Second notice - INV-92050 overdue,"Hi Sunita,

We haven't received payment for INV-92050 (₹2,75,500). Please arrange the transfer before close of business today to avoid late fees and account suspension with Crestline Traders.

Thanks,
Arjun Iyer",bec,fake_vendor_payment_reminder
Quick request - before close of business today,"Hi Priya,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹22,30,000 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sunita Choudhary
CEO, Vertex Solutions",bec,fake_ceo_wire_request
Updated payment details for INV-87656,"Dear Rohit,

Please note that our banking details have changed. For invoice INV-87656 (amount $6,200), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Falcon Enterprises",bec,vendor_invoice_fraud
Confidential - handle personally,"Hi Rohit,

This is confidential, please don't discuss it with anyone else on the team yet. I need $6,200 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Sanjay Joshi",bec,fake_ceo_wire_request
Payroll account change request - immediately,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm immediately so my next paycheck isn't delayed.

Regards,
Amit Iyer",bec,hr_payroll_redirect
Time-sensitive legal matter - your action needed,"Dear Neha,

I'm assisting Sanjay Mehta on a confidential legal matter regarding Falcon Enterprises. We need a payment of ₹22,30,000 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Payroll account change request - before close of business today,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before close of business today so my next paycheck isn't delayed.

Regards,
Anjali Iyer",bec,hr_payroll_redirect
Quick request - before close of business today,"Hi Meera,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Priya Gupta
CEO, Summit Logistics",bec,fake_ceo_wire_request
"Quick request - urgently, within the hour","Hi Rohit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $6,200 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Deepa Nair
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Outstanding invoice INV-19869 - payment overdue,"Hello Meera,

Invoice INV-19869 for ₹22,30,000 remains outstanding. Please process payment before end of day to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Kavita Iyer
Vertex Solutions",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Amit,

I'm assisting Rohit Kapoor on a confidential legal matter regarding Summit Logistics. We need a payment of ₹9,60,000 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Deepa Sharma",bec,hr_payroll_redirect
Compliance action required - INV-50880,"Hello Vikram,

Our compliance review flagged an outstanding settlement (INV-50880, ₹1,25,000) that must be resolved urgently, within the hour to avoid regulatory penalties for BlueRidge Textiles. Please action this personally.

Regards,
Arjun Verma",bec,fake_legal_compliance_request
Reminder: INV-19637 payment pending,"Dear Rajesh,

This is a friendly reminder that invoice INV-19637 (₹9,60,000) from Orion Manufacturing is still pending payment. Kindly process this before close of business today using the account details previously shared, and send confirmation once done.

Regards,
Anjali Joshi",bec,fake_vendor_payment_reminder
Reminder: INV-82616 payment pending,"Dear Karan,

This is a friendly reminder that invoice INV-82616 (₹1,25,000) from Falcon Enterprises is still pending payment. Kindly process this as soon as possible using the account details previously shared, and send confirmation once done.

Regards,
Amit Reddy",bec,fake_vendor_payment_reminder
Confidential - handle personally,"Hi Priya,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this urgently, within the hour?

Thanks,
Rohit Nair",bec,fake_ceo_wire_request
Second notice - INV-69552 overdue,"Hi Rajesh,

We haven't received payment for INV-69552 (₹9,60,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Vikram Choudhary",bec,fake_vendor_payment_reminder
